Time,X,Y,B
0,30,20,0
0.002169170983704105,28,19,3
0.003802836778831721,25,19,6
0.004204845804367495,26,19,5
0.008610228463463557,25,18,7
0.009944312497131305,23,18,9
0.010709149603602287,23,17,10
0.015118747525203919,22,15,13
0.016949930460458583,22,14,14
0.01741351081149909,23,13,14
0.019247669577597305,24,12,14
0.021560822893908458,24,11,15
0.02379411741255402,23,11,16
0.02495919557012773,24,11,15
0.02694003483133198,23,10,17
0.03097299076834646,25,10,15
0.03411294356914787,24,10,16
0.03588663083125243,24,11,15
0.03842234490840822,22,11,17
0.03962535966212128,23,11,16
0.04129266557113915,23,11,16
0.04325773910644656,21,13,16
0.04419873759111911,19,13,18
0.0474250199892411,20,13,17
0.04898157235453217,21,13,16
0.051594791189024235,22,14,14
0.05328040123494375,23,12,15
0.05447365214047123,25,12,13
0.055205979789460784,24,12,14
0.05929040057663727,24,13,13
0.06063622851113806,24,13,13
0.06229412682414655,25,12,13
0.06516680550839991,27,12,11
0.0655311338539925,26,12,12
0.06656992334910716,26,11,13
0.06879338174868825,26,9,15
0.06988875188150448,24,8,18
0.07110302589962879,25,8,17
0.07304982521011105,25,8,17
0.0750937017568785,27,8,15
0.07574893881844422,28,7,15
0.07707940655848534,28,6,16
0.07892813520740738,27,5,18
0.08138329842547302,29,5,16
0.08267117053881587,29,4,17
0.08367202123543047,33,4,13
0.0850833949062461,33,4,13
0.08663198999894661,32,5,13
0.08843706697534394,32,5,13
0.09418009251506877,34,5,11
0.09640272039039618,35,5,10
0.09846798004371507,34,5,11
0.09948058588642529,35,5,10
0.10122017213706605,36,5,9
0.1024892292921788,37,5,8
0.10533401637463721,37,5,8
0.10680563927165897,37,4,9
0.10858650314470299,39,4,7
0.10958230100337803,40,4,6
0.11307297237418185,41,3,6
0.11316491591759327,40,3,7
0.12086567003396514,40,3,7
0.1218857670592252,40,2,8
0.12358909738982303,41,1,8
0.12856696072132903,42,1,7
0.133160733932619,43,0,7
0.13942379842996522,45,0,5
0.1434832151204957,46,0,4
0.14727009140305838,48,0,2
0.14826760168843117,49,0,1
0.1960742616109539,50,0,0
0.9999999919607426,50,0,0