Time,sp_0,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6
0,10,10,100,0,0,0,0
1.4453050064551132,6,10,96,0,0,4,4
2.285131950459865,4,9,94,1,1,5,6
6.277674083959239,2,9,92,1,1,7,8
7.898570278627301,2,9,92,1,1,7,8
8.902418980870467,1,9,91,1,1,8,9
15.133214474394098,0,8,90,2,2,8,10
16.916217939493567,1,8,91,2,2,7,9
18.582482162898234,0,8,90,2,2,8,10
21.448349993773757,2,8,92,2,2,6,8
24.005662585694186,1,7,91,3,3,6,9
28.25431153402079,0,7,90,3,3,7,10
34.37842384686917,1,7,91,3,3,6,9
36.45892055682222,2,7,92,3,3,5,8
39.09736318044619,0,7,90,3,3,7,10
47.55978578328005,0,6,90,4,4,6,10
50.15094173967337,1,6,91,4,4,5,9
56.045541777807884,0,6,90,4,4,6,10
61.451064862317025,0,5,90,5,5,5,10
67.825181670668,1,5,91,5,5,4,9
69.28974116987797,0,5,90,5,5,5,10
73.48024256197847,0,6,90,4,4,6,10
78.38614445126548,1,5,91,5,5,4,9
80.59814511569924,0,5,90,5,5,5,10
83.71040254233341,2,7,92,3,3,5,8
84.8097425975572,1,7,91,3,3,6,9
90.68069866216695,2,7,92,3,3,5,8
92.7735259095297,1,7,91,3,3,6,9
95.78241179559019,2,7,92,3,3,5,8
97.1333000613329,2,6,92,4,4,4,8
98.87801745561526,0,6,90,4,4,6,10
101.70355159052012,2,6,92,4,4,4,8
103.58068525453385,1,7,91,3,3,6,9
111.12871867538871,0,7,90,3,3,7,10
112.6877270800557,0,6,90,4,4,6,10
115.32483563838053,0,5,90,5,5,5,10
120.80745371512862,1,4,91,6,6,3,9
124.948251951296,1,5,91,5,5,4,9
127.49557502208407,1,5,91,5,5,4,9
129.6697855932543,0,5,90,5,5,5,10
134.89042217463245,1,5,91,5,5,4,9
136.2710696505428,0,5,90,5,5,5,10
139.21592657151666,1,5,91,5,5,4,9
141.47504102384096,0,5,90,5,5,5,10
145.73034360462455,0,6,90,4,4,6,10
147.49720361098215,1,6,91,4,4,5,9
150.75071623385057,2,5,92,5,5,3,8
151.61136272056905,0,5,90,5,5,5,10
155.6781591126281,1,5,91,5,5,4,9
158.2846015693351,1,5,91,5,5,4,9
159.4687719513498,1,5,91,5,5,4,9
162.31372955196179,1,6,91,4,4,5,9
163.42264943531174,0,6,90,4,4,6,10
165.47790038314176,0,6,90,4,4,6,10
167.23945949295214,1,7,91,3,3,6,9
168.6733775426068,1,5,91,5,5,4,9
169.82085402986212,0,5,90,5,5,5,10
173.65653033065487,1,6,91,4,4,5,9
175.13864030913214,0,6,90,4,4,6,10
176.99790403950897,1,6,91,4,4,5,9
184.23053063815146,1,5,91,5,5,4,9
185.46881654260756,1,6,91,4,4,5,9
188.5992210043782,2,6,92,4,4,4,8
190.6160761345724,1,6,91,4,4,5,9
192.04225542586207,1,5,91,5,5,4,9
194.5707238134213,1,4,91,6,6,3,9
196.42844001036343,0,4,90,6,6,4,10
201.7799180651506,1,4,91,6,6,3,9
202.88177352194037,1,5,91,5,5,4,9
204.89527306709027,0,5,90,5,5,5,10
208.84946735745393,0,3,90,7,7,3,10
211.1616798096047,0,4,90,6,6,4,10
216.55005451729164,0,5,90,5,5,5,10
218.38123971262695,0,5,90,5,5,5,10
232.2795786332759,1,4,91,6,6,3,9
233.38775632537568,0,4,90,6,6,4,10
236.42672478267883,1,3,91,7,7,2,9
240.65588509277947,0,3,90,7,7,3,10
247.2745664653823,1,4,91,6,6,3,9
251.04139243949678,0,5,90,5,5,5,10
254.08595495739462,0,4,90,6,6,4,10
256.7061263439053,0,5,90,5,5,5,10
264.514547464584,1,5,91,5,5,4,9
266.93204255480833,1,5,91,5,5,4,9
268.28274444628977,1,5,91,5,5,4,9
269.24500231119845,0,5,90,5,5,5,10
270.504833467065,1,5,91,5,5,4,9
273.1620312986133,2,5,92,5,5,3,8
274.29426259707265,2,6,92,4,4,4,8
275.3301114417059,3,6,93,4,4,3,7
276.5476238338695,2,6,92,4,4,4,8
279.6522812741058,0,6,90,4,4,6,10
283.7806382867607,0,5,90,5,5,5,10
286.9411938384879,1,6,91,4,4,5,9
289.9541209237922,1,5,91,5,5,4,9
292.6547627508669,1,6,91,4,4,5,9
297.61204944684556,1,5,91,5,5,4,9
299.7432501959858,1,6,91,4,4,5,9
301.6360239067009,2,8,92,2,2,6,8
303.16199462865745,0,8,90,2,2,8,10
304.3744894067504,1,8,91,2,2,7,9
306.67243320670354,2,8,92,2,2,6,8
310.6976887383449,1,7,91,3,3,6,9
312.14447538304745,1,6,91,4,4,5,9
313.61180691247347,1,6,91,4,4,5,9
315.4967679283637,0,5,90,5,5,5,10
323.28041050211385,0,5,90,5,5,5,10
327.04429707157306,0,6,90,4,4,6,10
340.6385943410966,1,6,91,4,4,5,9
343.83884979822,0,4,90,6,6,4,10
344.5357051739066,1,4,91,6,6,3,9
345.70524112994815,0,4,90,6,6,4,10
361.1614893698744,1,4,91,6,6,3,9
363.0410942328398,1,5,91,5,5,4,9
364.7287935263788,0,5,90,5,5,5,10
373.15590053814685,0,4,90,6,6,4,10
376.39294471302077,0,4,90,6,6,4,10
379.37686852304705,1,4,91,6,6,3,9
381.8654529932415,0,4,90,6,6,4,10
385.35408873593235,0,5,90,5,5,5,10
387.732504009955,1,5,91,5,5,4,9
389.5663070202053,1,4,91,6,6,3,9
391.4137017289745,1,4,91,6,6,3,9
392.2608947363352,1,4,91,6,6,3,9
395.4931781216125,2,4,92,6,6,2,8
396.59548831351924,1,4,91,6,6,3,9
398.7551958091545,1,4,91,6,6,3,9
401.1622466910206,0,4,90,6,6,4,10
403.5474657672355,1,4,91,6,6,3,9
409.13656613621225,0,4,90,6,6,4,10
412.94399897648856,0,5,90,5,5,5,10
415.76540871791605,0,4,90,6,6,4,10
418.40195900997594,0,5,90,5,5,5,10
422.7352907406003,1,5,91,5,5,4,9
423.92261756871335,0,5,90,5,5,5,10
430.0432589438807,1,5,91,5,5,4,9
432.30411214985867,0,4,90,6,6,4,10
437.7107101459377,0,4,90,6,6,4,10
439.94738365831637,1,5,91,5,5,4,9
440.8691906797069,0,4,90,6,6,4,10
444.463808596612,0,6,90,4,4,6,10
448.6892487898117,0,6,90,4,4,6,10
453.8795824724782,0,7,90,3,3,7,10
455.0616204814038,1,7,91,3,3,6,9
458.2830783157431,1,5,91,5,5,4,9
458.5917371836028,2,5,92,5,5,3,8
460.38403173357295,0,5,90,5,5,5,10
467.16906192763753,1,5,91,5,5,4,9
470.63430730186957,0,5,90,5,5,5,10
472.8007209333497,1,5,91,5,5,4,9
475.21333259363627,0,5,90,5,5,5,10
479.1036053147044,0,4,90,6,6,4,10
480.6702424574012,1,4,91,6,6,3,9
489.1631385415944,0,4,90,6,6,4,10
495.21407086373034,1,4,91,6,6,3,9
496.5706974545942,1,4,91,6,6,3,9
497.33814345748414,2,4,92,6,6,2,8
500.4923023419896,1,4,91,6,6,3,9
502.1682845280685,1,5,91,5,5,4,9
507.3659669215254,1,4,91,6,6,3,9
509.19324214368754,1,4,91,6,6,3,9
510.32863187195676,1,4,91,6,6,3,9
516.7104496231839,0,4,90,6,6,4,10
518.8983123167304,1,5,91,5,5,4,9
520.147014632321,0,5,90,5,5,5,10
525.1399377355071,1,5,91,5,5,4,9
527.95896470246,0,5,90,5,5,5,10
534.1844695345185,1,6,91,4,4,5,9
534.9470486085866,0,6,90,4,4,6,10
538.5205280346895,0,6,90,4,4,6,10
539.6529252773757,1,6,91,4,4,5,9
541.9939756070327,0,7,90,3,3,7,10
548.1558096447264,1,7,91,3,3,6,9
549.7655649106891,0,7,90,3,3,7,10
553.8844830004616,0,7,90,3,3,7,10
555.0238174274621,0,6,90,4,4,6,10
556.9571248907338,0,5,90,5,5,5,10
559.6214662951263,2,6,92,4,4,4,8
562.4812465508392,0,6,90,4,4,6,10
567.9653491633716,0,6,90,4,4,6,10
570.7263301837713,0,5,90,5,5,5,10
572.3811121984155,0,4,90,6,6,4,10
583.8843723926562,0,3,90,7,7,3,10
588.6373488447259,0,3,90,7,7,3,10
591.8151918406111,1,5,91,5,5,4,9
596.6993084609461,1,6,91,4,4,5,9
600.493179693617,2,6,92,4,4,4,8
603.8347444476068,1,6,91,4,4,5,9
608.302639575975,0,6,90,4,4,6,10
611.2841735207687,1,6,91,4,4,5,9
613.0021473667226,2,6,92,4,4,4,8
615.4981374789111,2,5,92,5,5,3,8
617.9535375340737,1,5,91,5,5,4,9
621.7297115365985,1,5,91,5,5,4,9
626.7182318357151,0,5,90,5,5,5,10
628.7627147042589,0,5,90,5,5,5,10
630.1385691034383,1,5,91,5,5,4,9
633.7418259051799,2,5,92,5,5,3,8
634.9638945028438,1,5,91,5,5,4,9
639.2050085128459,1,3,91,7,7,2,9
640.4347691512812,0,3,90,7,7,3,10
648.9639939673751,0,4,90,6,6,4,10
650.4569961322854,0,5,90,5,5,5,10
658.4955676598494,1,5,91,5,5,4,9
666.4072358335653,0,5,90,5,5,5,10
671.9979839251763,0,4,90,6,6,4,10
676.8351914830233,0,4,90,6,6,4,10
677.711392283311,0,6,90,4,4,6,10
689.3435433278214,1,6,91,4,4,5,9
691.3878438573155,0,6,90,4,4,6,10
694.0670705296238,0,5,90,5,5,5,10
695.2901263398769,1,5,91,5,5,4,9
699.6915449188627,0,5,90,5,5,5,10
705.6470063646391,1,5,91,5,5,4,9
707.8520162341399,0,5,90,5,5,5,10
710.9462512655108,0,4,90,6,6,4,10
717.2174285123359,0,4,90,6,6,4,10
718.8890573700908,1,3,91,7,7,2,9
719.7304696483242,1,3,91,7,7,2,9
725.3992091380234,2,3,92,7,7,1,8
727.6212959507607,1,3,91,7,7,2,9
729.8019712914744,0,4,90,6,6,4,10
735.8726938202723,0,3,90,7,7,3,10
738.3342803380898,1,4,91,6,6,3,9
738.8187102925767,0,4,90,6,6,4,10
739.9313619203521,0,3,90,7,7,3,10
745.2887731257393,1,3,91,7,7,2,9
746.7250656072114,0,3,90,7,7,3,10
748.6592520923157,1,4,91,6,6,3,9
756.237447835317,0,5,90,5,5,5,10
759.9146389552691,0,5,90,5,5,5,10
760.6721336367909,1,5,91,5,5,4,9
764.544230457903,1,5,91,5,5,4,9
765.7740790482411,1,5,91,5,5,4,9
767.7314157661081,0,5,90,5,5,5,10
774.991055512086,1,6,91,4,4,5,9
776.209877601786,0,6,90,4,4,6,10
777.5602933502308,1,6,91,4,4,5,9
780.1409632510632,1,6,91,4,4,5,9
791.8122392545109,2,5,92,5,5,3,8
793.0240335642427,1,5,91,5,5,4,9
795.2566064813597,1,5,91,5,5,4,9
797.2461542468789,0,5,90,5,5,5,10
799.3924492905725,0,5,90,5,5,5,10
802.3019875615023,0,6,90,4,4,6,10
804.1142526251035,0,5,90,5,5,5,10
806.2791849488649,0,4,90,6,6,4,10
807.4159405312571,1,4,91,6,6,3,9
808.7168171429839,0,4,90,6,6,4,10
818.3425086884241,0,5,90,5,5,5,10
819.669625642374,1,5,91,5,5,4,9
825.0526622723856,1,6,91,4,4,5,9
825.4788733696943,0,6,90,4,4,6,10
830.0481042714856,0,6,90,4,4,6,10
831.7186839389922,0,5,90,5,5,5,10
836.7854656078111,0,5,90,5,5,5,10
839.4640737891403,0,5,90,5,5,5,10
842.845605690887,0,2,90,8,8,2,10
847.0308887523015,1,2,91,8,8,1,9
855.0236275141904,0,3,90,7,7,3,10
860.1307712942245,0,2,90,8,8,2,10
863.8068939083723,0,3,90,7,7,3,10
869.6294576430674,0,4,90,6,6,4,10
875.3216801564586,1,4,91,6,6,3,9
877.3175359216918,0,4,90,6,6,4,10
879.4179614338864,0,3,90,7,7,3,10
896.495532240161,1,3,91,7,7,2,9
898.6458377052512,0,2,90,8,8,2,10
900.9707794930971,0,4,90,6,6,4,10
902.9093927940374,0,4,90,6,6,4,10
907.9678418343041,1,5,91,5,5,4,9
910.9455821158011,0,5,90,5,5,5,10
919.1188344839746,2,6,92,4,4,4,8
920.0627551252278,1,6,91,4,4,5,9
924.8986296817304,1,5,91,5,5,4,9
927.3721741010924,1,6,91,4,4,5,9
929.8214384717096,0,6,90,4,4,6,10
931.6435176279014,0,6,90,4,4,6,10
934.4287564154557,0,6,90,4,4,6,10
936.6578443069441,0,5,90,5,5,5,10
940.9420729148445,1,5,91,5,5,4,9
947.3206953657168,1,5,91,5,5,4,9
951.5018380245298,1,5,91,5,5,4,9
952.0808608536041,0,5,90,5,5,5,10
953.3601300560864,1,5,91,5,5,4,9
954.5410705426204,2,5,92,5,5,3,8
955.5488279405664,2,4,92,6,6,2,8
957.4736880308957,1,5,91,5,5,4,9
958.0449471540026,0,5,90,5,5,5,10
960.3995410280831,0,4,90,6,6,4,10
964.435680095558,0,4,90,6,6,4,10
968.3655260501519,1,4,91,6,6,3,9
970.9150537840742,1,4,91,6,6,3,9
976.6963727254024,2,5,92,5,5,3,8
977.2790155066585,1,5,91,5,5,4,9
980.857536579169,2,5,92,5,5,3,8
983.8976831216734,1,4,91,6,6,3,9
988.046357027248,2,4,92,6,6,2,8
989.0422640705917,1,4,91,6,6,3,9
995.0867479937958,1,5,91,5,5,4,9
996.9239245269086,0,5,90,5,5,5,10
999.9999999692392,0,5,90,5,5,5,10