Time,sp_0,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9
0,1,0,0,0,0,0,0,0,0
1.343122536619897,0,0,0,0,0,1,0,0,0
10.171275300777552,0,0,0,0,0,1,0,0,0
16.24901854183142,0,0,0,0,0,1,0,0,0
20.571772811100054,0,0,0,0,0,0,1,0,0
22.22122183447814,0,0,0,0,0,1,0,0,0
25.59895372436835,0,0,0,0,0,1,0,0,0
31.610843837090737,0,0,0,0,0,1,0,0,0
70.48840145368894,0,0,0,0,0,1,0,0,0
77.85340537150645,0,0,0,0,0,1,0,0,0
86.6427518792238,0,0,0,0,0,1,0,0,0
91.03529156060084,0,0,0,0,0,1,0,0,0
104.40959701766462,0,0,0,0,0,1,0,0,0
127.31324124590883,0,0,0,0,0,1,0,0,0
138.80158266234582,0,0,0,0,0,1,0,0,0
139.72863953816417,0,0,0,0,0,0,1,0,0
140.80099880275455,0,0,0,0,0,1,0,0,0
148.51249925756548,0,0,0,0,0,0,1,0,0
149.57458935452667,0,0,0,0,0,1,0,0,0
166.292923886129,0,0,0,0,0,1,0,0,0
173.40143054281359,0,0,0,0,0,1,0,0,0
186.73361911670062,0,0,0,0,0,1,0,0,0
197.5809439024385,0,0,0,0,0,1,0,0,0
199.06358814091715,0,0,0,0,0,1,0,0,0
230.1956704291675,0,0,0,0,0,1,0,0,0
246.2248138918677,0,0,0,0,0,1,0,0,0
255.3743617031019,0,0,0,0,0,1,0,0,0
261.12407515806655,0,0,0,0,0,1,0,0,0
268.0996317279555,0,0,0,0,0,1,0,0,0
270.1494810801496,0,0,0,0,0,1,0,0,0
304.2802369380125,0,0,0,0,0,1,0,0,0
309.2952357987902,0,0,0,0,0,1,0,0,0
317.6049741160611,0,0,0,0,0,1,0,0,0
322.0387843579042,0,0,0,0,0,1,0,0,0
331.4001841462199,0,0,0,0,0,1,0,0,0
341.85407511352895,0,0,0,0,0,1,0,0,0
347.6375484978002,0,0,0,0,0,1,0,0,0
351.9712762275431,0,0,0,0,0,1,0,0,0
362.7176451153819,0,0,0,0,0,1,0,0,0
368.4103563104984,0,0,0,0,0,1,0,0,0
375.01107530807644,0,0,0,0,0,1,0,0,0
383.6552993642703,0,0,0,0,0,1,0,0,0
385.240703090856,0,0,0,0,0,1,0,0,0
398.44314905908556,0,0,0,0,0,1,0,0,0
403.6330489425602,0,0,0,0,0,1,0,0,0
406.72827750190174,0,0,0,0,0,1,0,0,0
410.09339344980873,0,0,0,0,0,1,0,0,0
416.04980371792954,0,0,0,0,0,1,0,0,0
421.58313067458687,0,0,0,0,0,0,1,0,0
422.8863066383062,0,0,0,0,0,1,0,0,0
429.1098255570899,0,0,0,0,0,1,0,0,0
443.08641162771994,0,0,0,0,0,1,0,0,0
454.9478621393114,0,0,0,0,0,1,0,0,0
468.2113853836373,0,0,0,0,0,1,0,0,0
478.3588457497348,0,0,0,0,0,1,0,0,0
492.1191138927021,0,0,0,0,0,0,1,0,0
493.44853940868614,0,0,0,0,0,1,0,0,0
494.7791787908418,0,0,0,0,0,1,0,0,0
502.15765331104575,0,0,0,0,0,1,0,0,0
521.1174764645939,0,0,0,0,0,1,0,0,0
523.0327079881905,0,0,0,0,0,1,0,0,0
523.8048883353644,0,0,0,0,0,1,0,0,0
529.7871154519061,0,0,0,0,0,0,1,0,0
530.5601499158877,0,0,0,0,0,1,0,0,0
538.419537093518,0,0,0,0,0,1,0,0,0
542.8370436358524,0,0,0,0,0,1,0,0,0
547.3596860732871,0,0,0,0,0,1,0,0,0
559.7821720549487,0,0,0,0,0,1,0,0,0
567.2310962271647,0,0,0,0,0,1,0,0,0
581.9496101287591,0,0,0,0,0,1,0,0,0
594.4615363967966,0,0,0,0,0,1,0,0,0
599.0351654642178,0,0,0,0,0,1,0,0,0
612.2714276947696,0,0,0,0,0,1,0,0,0
622.1969028523473,0,0,0,0,0,1,0,0,0
626.3026166688596,0,0,0,0,0,1,0,0,0
634.8452284733171,0,0,0,0,0,1,0,0,0
640.1004298940544,0,0,0,0,0,1,0,0,0
663.8407559559024,0,0,0,0,0,1,0,0,0
671.5766560340583,0,0,0,0,0,1,0,0,0
674.1960455723352,0,0,0,0,0,1,0,0,0
676.8909302682426,0,0,0,0,0,1,0,0,0
678.706945360503,0,0,0,0,0,0,1,0,0
679.0795705035047,0,0,0,0,0,1,0,0,0
719.9383677878196,0,0,0,0,0,1,0,0,0
721.296846772608,0,0,0,0,0,1,0,0,0
723.1926099182587,0,0,0,0,0,1,0,0,0
761.2864869014901,0,0,0,0,0,1,0,0,0
769.8342596865925,0,0,0,0,0,1,0,0,0
777.3339206490525,0,0,0,0,0,1,0,0,0
785.0375183386918,0,0,0,0,0,1,0,0,0
793.801444617928,0,0,0,0,0,1,0,0,0
802.4290605794489,0,0,0,0,0,1,0,0,0
804.2092700361909,0,0,0,0,0,1,0,0,0
811.5523382180348,0,0,0,0,0,1,0,0,0
818.2134315483173,0,0,0,0,0,1,0,0,0
824.9629502262102,0,0,0,0,0,1,0,0,0
834.5500775448318,0,0,0,0,0,1,0,0,0
841.4244974839728,0,0,0,0,0,1,0,0,0
847.4570194718542,0,0,0,0,0,1,0,0,0
856.6602622029028,0,0,0,0,0,1,0,0,0
868.0541266035053,0,0,0,0,0,1,0,0,0
871.6687789643414,0,0,0,0,0,1,0,0,0
875.5994961658864,0,0,0,0,0,1,0,0,0
882.6569424039444,0,0,0,0,0,1,0,0,0
893.6960113844865,0,0,0,0,0,1,0,0,0
909.292673769649,0,0,0,0,0,1,0,0,0
921.3690081040512,0,0,0,0,0,1,0,0,0
923.1146084354089,0,0,0,0,0,1,0,0,0
925.7436030641026,0,0,0,0,0,1,0,0,0
941.7956921616968,0,0,0,0,0,1,0,0,0
953.207469198194,0,0,0,0,0,1,0,0,0
957.0373350209071,0,0,0,0,0,0,1,0,0
958.4330589591074,0,0,0,0,0,1,0,0,0
974.1568456587855,0,0,0,0,0,1,0,0,0
994.8826249729659,0,0,0,0,0,1,0,0,0
999.9999999488263,0,0,0,0,0,1,0,0,0