Time,Fuel,Reporter,sp1
3453.7029620757307,2504,597,4394
3460.6902908597617,2509,601,4395
3467.7029721875456,2508,598,4397
3474.8425189379036,2503,592,4398
3481.842412902894,2502,589,4400
3488.828059248521,2506,591,4402
3495.824859515059,2502,587,4402
3502.8037102356207,2505,588,4404
3509.867506505055,2505,586,4406
3516.856703823111,2505,583,4409
3523.858675456151,2505,581,4411
3530.9752309412847,2503,576,4414
3537.9781540835857,2508,581,4414
3545.0771647001366,2506,579,4414
3552.1136773075864,2500,573,4415
3559.1001038159,2502,574,4416
3566.2878140431762,2502,573,4417
3573.427326042372,2507,576,4419
3580.4445668917315,2505,573,4420
3587.6296656765217,2505,571,4422
3594.5877291369234,2507,572,4423
3601.6668474444214,2508,570,4426
3608.655521606747,2503,562,4430
3615.802979791335,2507,565,4431
3622.7751962675675,2507,564,4432
3629.844184265237,2509,566,4432
3636.9692929494495,2508,563,4434
3643.9635651607737,2505,559,4435
3651.039881639303,2504,557,4436
3658.076869832757,2504,556,4438
3665.1307832586863,2503,551,4442
3672.149205882391,2504,552,4442
3679.082870579311,2501,547,4444
3686.356633245194,2504,550,4444
3693.394097249272,2501,546,4445
3700.2643140924833,2501,545,4446
3707.4007843911236,2505,546,4449
3714.6163560807313,2503,545,4449
3721.75221663686,2500,541,4450
3728.7898663570422,2502,542,4451
3735.846090175478,2503,542,4452
3743.073433386256,2497,534,4454
3750.078278050346,2498,534,4455
3757.126395713765,2499,533,4457
3764.170050564729,2499,532,4458
3771.1889164026697,2500,530,4461
3778.230229912814,2505,534,4462
3785.2891930130713,2505,533,4464
3792.352151441459,2502,527,4467
3799.3568271801973,2504,528,4468
3806.3426148289464,2505,529,4468
3813.4398177525386,2503,526,4469
3820.5363767912586,2502,523,4471
3827.600128249188,2503,524,4471
3834.6598571028926,2500,519,4473
3841.61113583246,2502,519,4475
3848.7842003079336,2504,521,4475
3855.942397925595,2503,520,4475
3862.9464768997123,2496,513,4476
3870.0446032466066,2497,514,4476
3877.056323012391,2495,511,4478
3884.1336559777105,2495,511,4478
3891.105939869676,2504,517,4481
3898.192157639192,2504,513,4485
3905.2229907328274,2502,511,4485
3912.2611134560148,2501,509,4486
3919.42293498269,2501,508,4487
3926.407397916932,2499,505,4489
3933.3968746205423,2493,499,4489
3940.4887398181213,2501,506,4490
3947.420870284793,2499,504,4490
3954.524077559023,2500,504,4491
3961.515829712733,2492,492,4495
3968.5704768754103,2490,488,4497
3975.7597407689937,2497,495,4497
3982.9382755838665,2496,493,4498
3989.9159184101095,2494,488,4501
3997.07473763713,2496,488,4503
4004.0465095572854,2495,486,4504
4011.085338112366,2498,487,4506
4018.2669192724484,2499,487,4507
4025.319379903914,2497,483,4509
4032.2540602501044,2499,484,4510
4039.4190663494833,2501,486,4511
4046.5134231935403,2501,484,4513
4053.489316550745,2500,481,4515
4060.581027906614,2499,480,4515
4067.6610818656736,2498,479,4516
4074.866132057472,2500,479,4519
4081.7896258453825,2498,475,4521
4088.915476834771,2496,473,4521
4095.7389233684094,2491,465,4524
4103.037526078232,2494,467,4525
4110.463898935739,2498,470,4526
4117.56523229431,2493,462,4529
4124.356439634866,2493,460,4531
4131.530284203352,2490,457,4531
4138.6065673303965,2495,460,4533
4145.615860282117,2499,464,4533
4152.712442981325,2498,463,4533
4159.776073824215,2493,457,4534
4166.740426822105,2500,464,4534
4173.772911111799,2499,463,4534
4180.8083483159835,2500,463,4535
4187.942457492727,2496,459,4535
4194.82749915561,2496,457,4537
4202.018718930925,2494,455,4537
4209.027783621861,2497,458,4537
4215.978553996421,2497,456,4539
4223.129618449606,2498,457,4539
4230.055834645734,2499,457,4540
4237.167867540391,2500,456,4542
4244.237706882525,2500,455,4543
4251.2974642742565,2499,454,4543
4258.43535188541,2495,450,4543
4265.455242298643,2498,452,4544
4272.409316382395,2494,448,4544
4279.463557724893,2492,446,4544
4286.35931111969,2491,444,4545
4293.62792079105,2493,444,4547
4300.592366535882,2496,447,4547
4307.565936096839,2499,450,4547
4314.719303705924,2495,445,4548
4321.669684710246,2494,443,4549
4328.713557981298,2492,441,4549
4335.669881624843,2491,440,4549
4342.920128205718,2495,444,4549
4349.859653907079,2494,442,4550
4357.077801245443,2493,440,4551
4364.006910786173,2497,443,4552
4371.077309024554,2498,442,4554
4378.154339513338,2497,441,4554
4385.253576566291,2499,443,4554
4392.290242127078,2497,441,4554
4399.354977798122,2499,442,4555
4406.433880306021,2497,440,4555
4413.417842133549,2494,436,4556
4420.440844021625,2498,440,4556
4427.477880471039,2499,441,4556
4434.499677199868,2496,438,4556
4441.597097902647,2498,439,4557
4448.582133123084,2498,439,4557
4455.659000708872,2494,433,4559
4462.744371810061,2491,430,4559
4469.6053125203225,2491,430,4559
4476.8964936195625,2491,430,4559
4483.8602126211445,2495,434,4559
4490.824128896298,2495,433,4560
4497.938336228983,2495,430,4563
4504.938555041589,2493,428,4563
4511.95137861739,2495,429,4564
4518.917634954804,2496,430,4564
4526.064089513673,2496,428,4566
4533.1722110050205,2499,430,4567
4540.174408760613,2500,430,4568
4547.223554009054,2500,428,4570
4554.077668808355,2500,427,4571
4561.354295197597,2498,425,4571
4568.388626884461,2500,424,4574
4575.468103641562,2496,420,4574
4582.552813740599,2497,421,4574
4589.505768253801,2497,419,4576
4596.5780291764895,2495,417,4576
4603.686685646171,2496,418,4576
4610.6962899028385,2490,412,4576
4617.743862620978,2496,416,4578
4624.907425377776,2499,417,4580
4631.96334070216,2497,414,4581
4639.07371492355,2495,412,4581
4646.224620736275,2498,414,4582
4653.233112950004,2500,415,4583
4660.407966634048,2496,409,4585
4667.443230159221,2497,410,4585
4674.593894209867,2496,408,4586
4681.561416646972,2495,407,4586
4688.6885642395855,2498,409,4587
4695.806724676813,2497,406,4589
4702.8253211073925,2496,404,4590
4709.921864458722,2497,405,4590
4717.122044569522,2499,406,4591
4724.188747873817,2497,403,4592
4731.220893040683,2493,396,4595
4738.260631867845,2493,396,4595
4745.18070182698,2494,395,4597
4752.266825487528,2497,398,4597
4759.24138440171,2495,395,4598
4766.433376604943,2495,395,4598
4773.298171083026,2497,397,4598
4780.52043488776,2497,396,4599
4787.531523024223,2498,397,4599
4794.530280862207,2497,396,4599
4801.5837558247185,2495,394,4599
4808.661160371498,2495,393,4600
4815.709141431771,2498,396,4600
4822.778618321173,2499,397,4600
4829.7767832989575,2497,394,4601
4836.722297563677,2497,394,4601
4843.824136657666,2495,391,4602
4850.966637990505,2497,393,4602
4857.948141592476,2498,394,4602
4865.006030725386,2496,392,4602
4872.010272054339,2496,392,4602
4879.096495426299,2496,392,4602
4886.03059863133,2498,393,4603
4893.131830302196,2498,393,4603
4900.134567205897,2500,395,4603
4907.17062492365,2502,396,4604
4914.212042300683,2498,392,4604
4921.222266767407,2493,387,4604
4928.38931040317,2500,392,4606
4935.410407678619,2501,393,4606
4942.800087049685,2499,389,4608
4949.777508323077,2497,386,4609
4956.856267832082,2501,388,4611
4963.873638723414,2499,386,4611
4970.980869036346,2496,383,4611
4978.01300389977,2500,386,4612
4985.051625936398,2499,385,4612
4992.098009825461,2495,380,4613
4999.104955698975,2495,380,4613
5006.119400001115,2494,378,4614
5013.239534438227,2494,378,4614
5020.242407923035,2494,376,4616
5027.178985961004,2497,377,4618
5034.397446169989,2496,376,4618
5041.494276856506,2495,375,4618
5048.338162311866,2497,377,4618
5055.606220302287,2495,375,4618
5062.633170043423,2493,372,4619
5069.769156005189,2497,375,4620
5076.930884344523,2498,376,4621
5083.933471338922,2499,375,4623
5090.899223064621,2496,372,4623
5097.975149483836,2494,370,4623
5105.1173939639,2496,372,4623
5112.177494797347,2497,372,4624
5119.22995010993,2496,371,4624
5126.177083894144,2496,371,4624
5133.221741723901,2497,371,4625
5140.378048419559,2498,371,4626
5147.327668939558,2499,372,4626
5154.29190347833,2499,372,4626
5161.446509234214,2498,371,4626
5168.4526653042285,2496,368,4627
5175.439507524061,2499,371,4627
5182.470770582161,2496,368,4628
5189.809173915022,2497,369,4628
5196.7035048624175,2493,364,4629
5203.672964757105,2495,366,4629
5210.866211632529,2494,365,4629
5217.929081115207,2494,365,4629
5224.901180313194,2494,365,4629
5231.905939220628,2492,363,4629
5238.996601281171,2496,365,4631
5245.987944794613,2495,364,4631
5252.981906625568,2495,363,4632
5260.073439550453,2495,363,4632
5267.260728917764,2496,364,4632
5274.332371744002,2494,361,4633
5281.397398971545,2494,360,4634
5288.417980052405,2500,366,4634
5295.392141723622,2495,359,4636
5302.444946070798,2495,358,4637
5309.514094419115,2493,356,4637
5316.534420719714,2494,357,4637
5323.660426687795,2495,358,4637
5330.8677635779095,2495,357,4638
5337.867148047703,2495,353,4642
5344.87010588564,2492,349,4643
5351.969985184667,2494,349,4645
5359.031572725079,2494,349,4645
5366.061318907155,2494,348,4646
5372.952830627093,2498,352,4646
5380.082003539675,2496,350,4646
5387.1656213653605,2497,350,4647
5394.262968827446,2496,349,4647
5401.369875294169,2491,344,4647
5408.362398740816,2496,348,4648
5415.442000556638,2497,348,4649
5422.5788402753615,2496,347,4649
5429.664574052586,2495,346,4649
5436.506169724915,2491,342,4649
5443.776277689646,2492,343,4649
5450.933598738036,2496,347,4649
5457.981569493121,2495,342,4653
5464.912360234379,2493,338,4655
5472.108461568648,2496,341,4655
5479.0812192707635,2498,342,4656
5486.251336679007,2495,338,4657
5493.225409877798,2495,338,4657
5500.4099018045445,2494,336,4658
5507.462020728389,2494,336,4658
5514.503413486458,2492,334,4658
5521.501421738374,2496,336,4660
5528.522581979985,2494,334,4660
5535.656089460355,2494,334,4660
5542.847197193214,2496,336,4660
5550.12085549499,2496,336,4660
5557.334050581355,2497,337,4660
5564.357988251041,2495,335,4660
5571.36763335388,2496,336,4660
5578.448397990192,2495,335,4660
5585.552912632295,2496,336,4660
5592.568823464933,2496,336,4660
5599.59301699821,2495,335,4660
5606.592116143793,2492,332,4660
5613.584736015113,2495,335,4660
5620.60760802612,2494,333,4661
5627.708002362483,2495,332,4663
5634.777970813956,2495,332,4663
5641.89375634079,2493,330,4663
5648.821186424126,2492,328,4664
5655.893550117985,2493,329,4664
5662.934853076199,2492,327,4665
5670.0333647016305,2495,330,4665
5677.024449578768,2495,329,4666
5684.121724508991,2494,327,4667
5691.130193057107,2495,328,4667
5698.127919781618,2495,328,4667
5705.120817070364,2493,326,4667
5712.225309658087,2493,326,4667
5719.190398110568,2497,329,4668
5726.26752798491,2498,330,4668
5733.289069472459,2497,328,4669
5740.336814608264,2496,327,4669
5747.374264135032,2497,326,4671
5754.427523520336,2499,328,4671
5761.474623997637,2497,326,4671
5768.479133040894,2495,323,4672
5775.647330328611,2494,322,4672
5782.598926319974,2496,324,4672
5789.662147773532,2493,321,4672
5796.623899256721,2493,321,4672
5803.64401177707,2496,323,4673
5810.735815056487,2496,323,4673
5817.747372488316,2495,320,4675
5824.8532076484025,2493,317,4676
5832.002884312203,2492,316,4676
5838.9896930987925,2497,321,4676
5845.988216289226,2495,319,4676
5853.126346820426,2495,319,4676
5860.241112756355,2497,321,4676
5867.183985941191,2495,318,4677
5874.3280975850685,2497,320,4677
5881.305589308344,2493,314,4679
5888.35467605313,2494,314,4680
5895.363397190346,2497,315,4682
5902.37469132152,2499,317,4682
5909.329608462683,2500,318,4682
5916.414766827375,2498,316,4682
5923.490749213301,2499,317,4682
5930.546997786277,2495,312,4683
5937.6081634386765,2492,309,4683
5944.508407372061,2495,311,4684
5951.616243156379,2497,313,4684
5958.694887458079,2498,313,4685
5965.699910199354,2495,310,4685
5972.8252285351355,2493,308,4685
5979.672692240169,2494,308,4686
5986.808818082782,2495,307,4688
5993.909996091508,2492,304,4688
6000.900528245502,2494,306,4688
6007.926096598882,2494,306,4688
6014.908246959544,2495,307,4688
6021.987286465836,2495,307,4688
6029.0455528325365,2499,311,4688
6036.063149660177,2497,309,4688
6043.072146926413,2497,307,4690
6050.062316483028,2494,304,4690
6057.122880741666,2498,308,4690
6064.206188545474,2498,308,4690
6071.208661768898,2498,308,4690
6078.221478378501,2497,307,4690
6085.312845022799,2497,307,4690
6092.303748291832,2498,307,4691
6099.337007131568,2497,306,4691
6106.154965457684,2497,305,4692
6113.430013030306,2498,305,4693
6120.483501341072,2497,304,4693
6127.5162756906575,2499,304,4695
6134.627047732557,2498,303,4695
6141.659591839514,2497,301,4696
6148.809114377997,2495,298,4697
6155.89052238315,2498,301,4697
6162.9511606949245,2498,300,4698
6170.102738901322,2498,300,4698
6177.134621399126,2498,298,4700
6184.108606571902,2493,293,4700
6191.1786200647,2492,292,4700
6198.2516520221725,2495,295,4700
6205.230814874213,2495,295,4700
6212.277870646088,2495,295,4700
6219.241944662932,2498,297,4701
6226.36051746837,2493,292,4701
6233.368991250318,2494,293,4701
6240.44028626869,2495,294,4701
6247.418866689326,2497,296,4701
6254.515026913645,2496,294,4702
6261.393882828115,2497,295,4702
6268.574301487435,2497,294,4703
6275.635343224123,2497,293,4704
6282.73925497011,2495,291,4704
6289.772430339741,2495,291,4704
6296.7566981396685,2498,293,4705
6303.85814096453,2499,293,4706
6310.859789352295,2495,289,4706
6317.979973447871,2496,290,4706
6325.168549850189,2498,292,4706
6332.095791916667,2494,288,4706
6339.162956824285,2494,288,4706
6346.085197946865,2499,293,4706
6353.1920522224345,2498,292,4706
6360.215701494356,2496,290,4706
6367.285718975318,2497,291,4706
6374.397660223274,2495,288,4707
6381.458460952209,2495,288,4707
6388.492274906986,2492,285,4707
6395.6633638912,2493,285,4708
6402.6622280703905,2490,281,4709
6409.684723800327,2489,280,4709
6416.7750058742395,2491,281,4710
6423.768312661729,2494,284,4710
6430.868827205207,2496,286,4710
6437.96762537961,2496,286,4710
6444.989523665325,2495,284,4711
6452.022356210916,2498,284,4714
6459.015681336768,2498,284,4714
6465.957262647385,2498,284,4714
6473.102382215589,2497,283,4714
6480.244851800505,2494,280,4714
6487.336443084327,2492,278,4714
6494.427739601942,2495,280,4715
6501.429902368731,2495,280,4715
6508.501727092971,2497,282,4715
6515.544218268528,2499,284,4715
6522.612222266524,2497,282,4715
6529.792497193714,2496,281,4715
6536.756138013085,2497,282,4715
6543.785384055782,2496,281,4715
6550.944091321477,2496,281,4715
6557.962856272242,2494,279,4715
6564.937133224701,2496,281,4715
6572.042828107327,2498,282,4716
6579.095559145564,2498,282,4716
6586.179701647236,2498,282,4716
6593.285281019539,2500,283,4717
6600.29145416899,2495,278,4717
6607.422090312263,2492,275,4717
6614.470842857234,2496,279,4717
6621.536679317323,2495,278,4717
6628.591903871959,2495,277,4718
6635.584429458711,2497,279,4718
6642.67826631381,2497,277,4720
6649.689567579288,2497,277,4720
6656.636687746665,2495,274,4721
6663.801389706361,2496,275,4721
6670.868516546517,2498,275,4723
6677.830594374242,2496,272,4724
6684.884521493488,2495,271,4724
6691.87072322509,2494,270,4724
6698.942627113672,2496,272,4724
6705.95089501672,2497,272,4725
6713.018440672364,2497,272,4725
6720.036677322973,2497,272,4725
6727.015155061428,2497,272,4725
6734.109464985676,2495,270,4725
6741.216800582356,2495,270,4725
6748.192672989272,2495,270,4725
6755.217882938119,2497,272,4725
6762.445697868099,2498,273,4725
6769.621204483861,2496,271,4725
6776.645199301138,2498,273,4725
6783.679027278745,2499,274,4725
6790.784076230893,2499,274,4725
6797.7841534188165,2498,273,4725
6804.761103810365,2497,272,4725
6811.634683031972,2498,273,4725
6818.885677958912,2499,274,4725
6825.928993234839,2499,272,4727
6832.934423295002,2497,270,4727
6840.0803016667105,2496,269,4727
6847.280172102973,2492,265,4727
6854.186345219021,2491,263,4728
6861.427182565412,2494,266,4728
6868.3878488682885,2496,268,4728
6875.616383415872,2497,269,4728
6882.60408785168,2497,269,4728
6889.611123688665,2495,267,4728
6896.667207879362,2496,268,4728
6903.768838992844,2493,265,4728
6910.886684574529,2495,267,4728
6917.936911021347,2494,265,4729
6924.991655821536,2497,267,4730
6931.951703287871,2498,268,4730
6939.078613045999,2497,265,4732
6946.159755653097,2499,266,4733
6953.271808476932,2493,260,4733
6960.357874581381,2497,264,4733
6967.24539351407,2497,264,4733
6974.407835548758,2497,264,4733
6981.500495620995,2499,266,4733
6988.530065557654,2498,265,4733
6995.623576605302,2500,267,4733
6999.987475384807,2498,265,4733
6999.999999999875,2498,265,4733